latency,RSSI,attn1,attn2,TIMESTAMP
379,-91,[47],[146],-107374182,35,2023-04-05 16:18:59.388350
364,-97,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221]",-107374182,42,2023-04-05 16:19:04.122866
358,-99,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164, 58]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221, 211]",-107374182,42,2023-04-05 16:19:04.377512
359,-97,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164, 58, 53]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221, 211, 198]",-107374182,41,2023-04-05 16:19:04.642765
365,-97,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164, 58, 53, 59]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221, 211, 198, 193]",-107374182,40,2023-04-05 16:19:04.874912
363,-96,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164, 58, 53, 59, 53]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221, 211, 198, 193, 185]",-107374182,40,2023-04-05 16:19:05.114689
364,-95,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164, 58, 53, 59, 53, 53]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221, 211, 198, 193, 185, 177]",-107374182,39,2023-04-05 16:19:05.354764
362,-95,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164, 58, 53, 59, 53, 53, 41]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221, 211, 198, 193, 185, 177, 169]",-107374182,38,2023-04-05 16:19:05.594996
360,-94,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164, 58, 53, 59, 53, 53, 41, 34]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221, 211, 198, 193, 185, 177, 169, 159]",-107374182,37,2023-04-05 16:19:05.875725
362,-93,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164, 58, 53, 59, 53, 53, 41, 34, 48]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221, 211, 198, 193, 185, 177, 169, 159, 152]",-107374182,37,2023-04-05 16:19:06.115325
362,-93,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164, 58, 53, 59, 53, 53, 41, 34, 48, 55]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221, 211, 198, 193, 185, 177, 169, 159, 152, 146]",-107374182,36,2023-04-05 16:19:06.375522
360,-92,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164, 58, 53, 59, 53, 53, 41, 34, 48, 55, 57]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221, 211, 198, 193, 185, 177, 169, 159, 152, 146, 139]",-107374182,35,2023-04-05 16:19:06.660194
360,-92,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164, 58, 53, 59, 53, 53, 41, 34, 48, 55, 57, 49]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221, 211, 198, 193, 185, 177, 169, 159, 152, 146, 139, 133]",-107374182,35,2023-04-05 16:19:06.904732
358,-91,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164, 58, 53, 59, 53, 53, 41, 34, 48, 55, 57, 49, 36]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221, 211, 198, 193, 185, 177, 169, 159, 152, 146, 139, 133, 128]",-107374182,34,2023-04-05 16:19:07.141045
348,-91,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164, 58, 53, 59, 53, 53, 41, 34, 48, 55, 57, 49, 36, 49]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221, 211, 198, 193, 185, 177, 169, 159, 152, 146, 139, 133, 128, 123]",-107374182,33,2023-04-05 16:19:07.398909
355,-91,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164, 58, 53, 59, 53, 53, 41, 34, 48, 55, 57, 49, 36, 49, 48]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221, 211, 198, 193, 185, 177, 169, 159, 152, 146, 139, 133, 128, 123, 118]",-107374182,32,2023-04-05 16:19:07.649817
356,-89,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164, 58, 53, 59, 53, 53, 41, 34, 48, 55, 57, 49, 36, 49, 48, 51]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221, 211, 198, 193, 185, 177, 169, 159, 152, 146, 139, 133, 128, 123, 118, 113]",-107374182,32,2023-04-05 16:19:07.920392
351,-89,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164, 58, 53, 59, 53, 53, 41, 34, 48, 55, 57, 49, 36, 49, 48, 51, 40]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221, 211, 198, 193, 185, 177, 169, 159, 152, 146, 139, 133, 128, 123, 118, 113, 109]",-107374182,31,2023-04-05 16:19:08.190466
353,-88,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164, 58, 53, 59, 53, 53, 41, 34, 48, 55, 57, 49, 36, 49, 48, 51, 40, 36]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221, 211, 198, 193, 185, 177, 169, 159, 152, 146, 139, 133, 128, 123, 118, 113, 109, 104]",-107374182,30,2023-04-05 16:19:08.474048
354,-88,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164, 58, 53, 59, 53, 53, 41, 34, 48, 55, 57, 49, 36, 49, 48, 51, 40, 36, 41]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221, 211, 198, 193, 185, 177, 169, 159, 152, 146, 139, 133, 128, 123, 118, 113, 109, 104, 100]",-107374182,29,2023-04-05 16:19:08.757837
352,-87,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164, 58, 53, 59, 53, 53, 41, 34, 48, 55, 57, 49, 36, 49, 48, 51, 40, 36, 41, 41]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221, 211, 198, 193, 185, 177, 169, 159, 152, 146, 139, 133, 128, 123, 118, 113, 109, 104, 100, 96]",-107374182,28,2023-04-05 16:19:09.042515
353,-86,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164, 58, 53, 59, 53, 53, 41, 34, 48, 55, 57, 49, 36, 49, 48, 51, 40, 36, 41, 41, 53]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221, 211, 198, 193, 185, 177, 169, 159, 152, 146, 139, 133, 128, 123, 118, 113, 109, 104, 100, 96, 92]",-107374182,28,2023-04-05 16:19:09.290570
352,-85,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164, 58, 53, 59, 53, 53, 41, 34, 48, 55, 57, 49, 36, 49, 48, 51, 40, 36, 41, 41, 53, 51]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221, 211, 198, 193, 185, 177, 169, 159, 152, 146, 139, 133, 128, 123, 118, 113, 109, 104, 100, 96, 92, 89]",-107374182,27,2023-04-05 16:19:09.574667
353,-85,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164, 58, 53, 59, 53, 53, 41, 34, 48, 55, 57, 49, 36, 49, 48, 51, 40, 36, 41, 41, 53, 51, 38]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221, 211, 198, 193, 185, 177, 169, 159, 152, 146, 139, 133, 128, 123, 118, 113, 109, 104, 100, 96, 92, 89, 86]",-107374182,26,2023-04-05 16:19:09.822706
350,-84,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164, 58, 53, 59, 53, 53, 41, 34, 48, 55, 57, 49, 36, 49, 48, 51, 40, 36, 41, 41, 53, 51, 38, 38]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221, 211, 198, 193, 185, 177, 169, 159, 152, 146, 139, 133, 128, 123, 118, 113, 109, 104, 100, 96, 92, 89, 86, 82]",-107374182,25,2023-04-05 16:19:10.107038
349,-83,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164, 58, 53, 59, 53, 53, 41, 34, 48, 55, 57, 49, 36, 49, 48, 51, 40, 36, 41, 41, 53, 51, 38, 38, 40]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221, 211, 198, 193, 185, 177, 169, 159, 152, 146, 139, 133, 128, 123, 118, 113, 109, 104, 100, 96, 92, 89, 86, 82, 79]",-107374182,24,2023-04-05 16:19:10.406983
347,-82,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164, 58, 53, 59, 53, 53, 41, 34, 48, 55, 57, 49, 36, 49, 48, 51, 40, 36, 41, 41, 53, 51, 38, 38, 40, 41]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221, 211, 198, 193, 185, 177, 169, 159, 152, 146, 139, 133, 128, 123, 118, 113, 109, 104, 100, 96, 92, 89, 86, 82, 79, 77]",-107374182,24,2023-04-05 16:19:10.675234
348,-82,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164, 58, 53, 59, 53, 53, 41, 34, 48, 55, 57, 49, 36, 49, 48, 51, 40, 36, 41, 41, 53, 51, 38, 38, 40, 41, 51]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221, 211, 198, 193, 185, 177, 169, 159, 152, 146, 139, 133, 128, 123, 118, 113, 109, 104, 100, 96, 92, 89, 86, 82, 79, 77, 75]",-107374182,23,2023-04-05 16:19:10.943829
347,-81,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164, 58, 53, 59, 53, 53, 41, 34, 48, 55, 57, 49, 36, 49, 48, 51, 40, 36, 41, 41, 53, 51, 38, 38, 40, 41, 51, 49]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221, 211, 198, 193, 185, 177, 169, 159, 152, 146, 139, 133, 128, 123, 118, 113, 109, 104, 100, 96, 92, 89, 86, 82, 79, 77, 75, 73]",-107374182,22,2023-04-05 16:19:11.216901
346,-81,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164, 58, 53, 59, 53, 53, 41, 34, 48, 55, 57, 49, 36, 49, 48, 51, 40, 36, 41, 41, 53, 51, 38, 38, 40, 41, 51, 49, 48]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221, 211, 198, 193, 185, 177, 169, 159, 152, 146, 139, 133, 128, 123, 118, 113, 109, 104, 100, 96, 92, 89, 86, 82, 79, 77, 75, 73, 71]",-107374182,21,2023-04-05 16:19:11.517785
346,-80,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164, 58, 53, 59, 53, 53, 41, 34, 48, 55, 57, 49, 36, 49, 48, 51, 40, 36, 41, 41, 53, 51, 38, 38, 40, 41, 51, 49, 48, 40]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221, 211, 198, 193, 185, 177, 169, 159, 152, 146, 139, 133, 128, 123, 118, 113, 109, 104, 100, 96, 92, 89, 86, 82, 79, 77, 75, 73, 71, 69]",-107374182,21,2023-04-05 16:19:11.777153
339,-80,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164, 58, 53, 59, 53, 53, 41, 34, 48, 55, 57, 49, 36, 49, 48, 51, 40, 36, 41, 41, 53, 51, 38, 38, 40, 41, 51, 49, 48, 40, 41]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221, 211, 198, 193, 185, 177, 169, 159, 152, 146, 139, 133, 128, 123, 118, 113, 109, 104, 100, 96, 92, 89, 86, 82, 79, 77, 75, 73, 71, 69, 68]",-107374182,20,2023-04-05 16:19:12.046187
344,-79,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164, 58, 53, 59, 53, 53, 41, 34, 48, 55, 57, 49, 36, 49, 48, 51, 40, 36, 41, 41, 53, 51, 38, 38, 40, 41, 51, 49, 48, 40, 41, 51]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221, 211, 198, 193, 185, 177, 169, 159, 152, 146, 139, 133, 128, 123, 118, 113, 109, 104, 100, 96, 92, 89, 86, 82, 79, 77, 75, 73, 71, 69, 68, 67]",-107374182,20,2023-04-05 16:19:12.309523
343,-78,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164, 58, 53, 59, 53, 53, 41, 34, 48, 55, 57, 49, 36, 49, 48, 51, 40, 36, 41, 41, 53, 51, 38, 38, 40, 41, 51, 49, 48, 40, 41, 51, 49]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221, 211, 198, 193, 185, 177, 169, 159, 152, 146, 139, 133, 128, 123, 118, 113, 109, 104, 100, 96, 92, 89, 86, 82, 79, 77, 75, 73, 71, 69, 68, 67, 65]",-107374182,21,2023-04-05 16:19:12.578447
343,-80,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164, 58, 53, 59, 53, 53, 41, 34, 48, 55, 57, 49, 36, 49, 48, 51, 40, 36, 41, 41, 53, 51, 38, 38, 40, 41, 51, 49, 48, 40, 41, 51, 49, 57]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221, 211, 198, 193, 185, 177, 169, 159, 152, 146, 139, 133, 128, 123, 118, 113, 109, 104, 100, 96, 92, 89, 86, 82, 79, 77, 75, 73, 71, 69, 68, 67, 65, 64]",-107374182,21,2023-04-05 16:19:12.846640
341,-80,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164, 58, 53, 59, 53, 53, 41, 34, 48, 55, 57, 49, 36, 49, 48, 51, 40, 36, 41, 41, 53, 51, 38, 38, 40, 41, 51, 49, 48, 40, 41, 51, 49, 57, 55]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221, 211, 198, 193, 185, 177, 169, 159, 152, 146, 139, 133, 128, 123, 118, 113, 109, 104, 100, 96, 92, 89, 86, 82, 79, 77, 75, 73, 71, 69, 68, 67, 65, 64, 63]",-107374182,22,2023-04-05 16:19:13.126481
342,-81,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164, 58, 53, 59, 53, 53, 41, 34, 48, 55, 57, 49, 36, 49, 48, 51, 40, 36, 41, 41, 53, 51, 38, 38, 40, 41, 51, 49, 48, 40, 41, 51, 49, 57, 55, 42]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221, 211, 198, 193, 185, 177, 169, 159, 152, 146, 139, 133, 128, 123, 118, 113, 109, 104, 100, 96, 92, 89, 86, 82, 79, 77, 75, 73, 71, 69, 68, 67, 65, 64, 63, 62]",-107374182,23,2023-04-05 16:19:13.400799
341,-82,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164, 58, 53, 59, 53, 53, 41, 34, 48, 55, 57, 49, 36, 49, 48, 51, 40, 36, 41, 41, 53, 51, 38, 38, 40, 41, 51, 49, 48, 40, 41, 51, 49, 57, 55, 42, 42]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221, 211, 198, 193, 185, 177, 169, 159, 152, 146, 139, 133, 128, 123, 118, 113, 109, 104, 100, 96, 92, 89, 86, 82, 79, 77, 75, 73, 71, 69, 68, 67, 65, 64, 63, 62, 61]",-107374182,24,2023-04-05 16:19:13.662308
339,-82,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164, 58, 53, 59, 53, 53, 41, 34, 48, 55, 57, 49, 36, 49, 48, 51, 40, 36, 41, 41, 53, 51, 38, 38, 40, 41, 51, 49, 48, 40, 41, 51, 49, 57, 55, 42, 42, 40]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221, 211, 198, 193, 185, 177, 169, 159, 152, 146, 139, 133, 128, 123, 118, 113, 109, 104, 100, 96, 92, 89, 86, 82, 79, 77, 75, 73, 71, 69, 68, 67, 65, 64, 63, 62, 61, 60]",-107374182,25,2023-04-05 16:19:13.946799
338,-84,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164, 58, 53, 59, 53, 53, 41, 34, 48, 55, 57, 49, 36, 49, 48, 51, 40, 36, 41, 41, 53, 51, 38, 38, 40, 41, 51, 49, 48, 40, 41, 51, 49, 57, 55, 42, 42, 40, 51]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221, 211, 198, 193, 185, 177, 169, 159, 152, 146, 139, 133, 128, 123, 118, 113, 109, 104, 100, 96, 92, 89, 86, 82, 79, 77, 75, 73, 71, 69, 68, 67, 65, 64, 63, 62, 61, 60, 59]",-107374182,25,2023-04-05 16:19:14.210615
338,-83,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164, 58, 53, 59, 53, 53, 41, 34, 48, 55, 57, 49, 36, 49, 48, 51, 40, 36, 41, 41, 53, 51, 38, 38, 40, 41, 51, 49, 48, 40, 41, 51, 49, 57, 55, 42, 42, 40, 51, 47]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221, 211, 198, 193, 185, 177, 169, 159, 152, 146, 139, 133, 128, 123, 118, 113, 109, 104, 100, 96, 92, 89, 86, 82, 79, 77, 75, 73, 71, 69, 68, 67, 65, 64, 63, 62, 61, 60, 59, 57]",-107374182,26,2023-04-05 16:19:14.483436
337,-85,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164, 58, 53, 59, 53, 53, 41, 34, 48, 55, 57, 49, 36, 49, 48, 51, 40, 36, 41, 41, 53, 51, 38, 38, 40, 41, 51, 49, 48, 40, 41, 51, 49, 57, 55, 42, 42, 40, 51, 47, 38]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221, 211, 198, 193, 185, 177, 169, 159, 152, 146, 139, 133, 128, 123, 118, 113, 109, 104, 100, 96, 92, 89, 86, 82, 79, 77, 75, 73, 71, 69, 68, 67, 65, 64, 63, 62, 61, 60, 59, 57, 56]",-107374182,27,2023-04-05 16:19:14.733363
336,-85,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164, 58, 53, 59, 53, 53, 41, 34, 48, 55, 57, 49, 36, 49, 48, 51, 40, 36, 41, 41, 53, 51, 38, 38, 40, 41, 51, 49, 48, 40, 41, 51, 49, 57, 55, 42, 42, 40, 51, 47, 38, 41]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221, 211, 198, 193, 185, 177, 169, 159, 152, 146, 139, 133, 128, 123, 118, 113, 109, 104, 100, 96, 92, 89, 86, 82, 79, 77, 75, 73, 71, 69, 68, 67, 65, 64, 63, 62, 61, 60, 59, 57, 56, 56]",-107374182,28,2023-04-05 16:19:14.979394
337,-85,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164, 58, 53, 59, 53, 53, 41, 34, 48, 55, 57, 49, 36, 49, 48, 51, 40, 36, 41, 41, 53, 51, 38, 38, 40, 41, 51, 49, 48, 40, 41, 51, 49, 57, 55, 42, 42, 40, 51, 47, 38, 41, 53]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221, 211, 198, 193, 185, 177, 169, 159, 152, 146, 139, 133, 128, 123, 118, 113, 109, 104, 100, 96, 92, 89, 86, 82, 79, 77, 75, 73, 71, 69, 68, 67, 65, 64, 63, 62, 61, 60, 59, 57, 56, 56, 55]",-107374182,28,2023-04-05 16:19:15.248101
335,-87,"[47, 82, 81, 90, 41, 41, 88, 105, 92, 77, 38, 43, 69, 108, 671, 632, 631, 927, 164, 58, 53, 59, 53, 53, 41, 34, 48, 55, 57, 49, 36, 49, 48, 51, 40, 36, 41, 41, 53, 51, 38, 38, 40, 41, 51, 49, 48, 40, 41, 51, 49, 57, 55, 42, 42, 40, 51, 47, 38, 41, 53, 41]","[146, 134, 131, 128, 124, 118, 115, 113, 112, 110, 106, 102, 99, 97, 128, 159, 181, 218, 221, 211, 198, 193, 185, 177, 169, 159, 152, 146, 139, 133, 128, 123, 118, 113, 109, 104, 100, 96, 92, 89, 86, 82, 79, 77, 75, 73, 71, 69, 68, 67, 65, 64, 63, 62, 61, 60, 59, 57, 56, 56, 55, 54]",-107374182,29,2023-04-05 16:19:15.511180
