latency,RSSI,latency var.,attn1,attn2,TIMESTAMP
289,-96,6556,-107374182,26,2023-05-10 15:48:45.177291
293,-92,6937,-107374182,20,2023-05-10 15:48:45.588821
293,-97,6314,-107374182,28,2023-05-10 15:48:45.988719
286,-103,5828,-107374182,36,2023-05-10 15:48:46.314497
221,-103,6078,-107374182,36,2023-05-10 15:48:46.691309
245,-100,6571,-107374182,28,2023-05-10 15:48:47.057967
327,-94,7424,-107374182,20,2023-05-10 15:48:47.443227
327,-96,7200,-107374182,26,2023-05-10 15:48:47.865310
317,-102,6514,-107374182,34,2023-05-10 15:48:48.243800
260,-103,6294,-107374182,38,2023-05-10 15:48:48.604312
214,-100,7114,-107374182,30,2023-05-10 15:48:49.000670
323,-95,7890,-107374182,20,2023-05-10 15:48:49.425343
322,-96,7604,-107374182,24,2023-05-10 15:48:49.789592
322,-102,7017,-107374182,32,2023-05-10 15:48:50.159424
279,-102,6702,-107374182,38,2023-05-10 15:48:50.558847
220,-102,7400,-107374182,30,2023-05-10 15:48:50.926616
276,-95,7492,-107374182,24,2023-05-10 15:48:51.273452
273,-93,7408,-107374182,22,2023-05-10 15:48:51.633190
276,-99,6844,-107374182,30,2023-05-10 15:48:52.011893
205,-103,6197,-107374182,36,2023-05-10 15:48:52.421506
205,-103,6382,-107374182,34,2023-05-10 15:48:52.807022
316,-98,6915,-107374182,24,2023-05-10 15:48:53.243351
318,-93,7375,-107374182,22,2023-05-10 15:48:53.634628
315,-100,6698,-107374182,30,2023-05-10 15:48:54.034220
273,-103,6211,-107374182,38,2023-05-10 15:48:54.412675
273,-103,6720,-107374182,34,2023-05-10 15:48:54.759731
270,-99,7189,-107374182,26,2023-05-10 15:48:55.167290
315,-93,7862,-107374182,20,2023-05-10 15:48:55.538174
317,-98,7295,-107374182,28,2023-05-10 15:48:55.913655
264,-103,6614,-107374182,34,2023-05-10 15:48:56.304939
230,-104,6704,-107374182,36,2023-05-10 15:48:56.681173
254,-98,7329,-107374182,28,2023-05-10 15:48:57.071459
350,-94,8310,-107374182,20,2023-05-10 15:48:57.423569
350,-96,8197,-107374182,24,2023-05-10 15:48:57.788404
350,-99,7414,-107374182,32,2023-05-10 15:48:58.180473
331,-103,6828,-107374182,38,2023-05-10 15:48:58.538936
331,-103,7627,-107374182,30,2023-05-10 15:48:58.940410
296,-95,7889,-107374182,22,2023-05-10 15:48:59.307592
296,-92,7799,-107374182,24,2023-05-10 15:48:59.725611
295,-101,7057,-107374182,30,2023-05-10 15:49:00.088430
291,-103,6677,-107374182,38,2023-05-10 15:49:00.443326
291,-103,7192,-107374182,34,2023-05-10 15:49:00.770491
310,-98,7522,-107374182,26,2023-05-10 15:49:01.129913
316,-94,8214,-107374182,20,2023-05-10 15:49:01.493484
316,-96,7639,-107374182,26,2023-05-10 15:49:01.851879
313,-101,6914,-107374182,34,2023-05-10 15:49:02.229163
274,-102,6770,-107374182,38,2023-05-10 15:49:02.555248
274,-101,7387,-107374182,30,2023-05-10 15:49:02.912189
319,-95,7855,-107374182,24,2023-05-10 15:49:03.309499
320,-95,7903,-107374182,24,2023-05-10 15:49:03.723664
315,-101,7156,-107374182,30,2023-05-10 15:49:04.114833
252,-105,6639,-107374182,38,2023-05-10 15:49:04.483118
252,-102,7010,-107374182,32,2023-05-10 15:49:04.828009
338,-98,7897,-107374182,24,2023-05-10 15:49:05.230190
337,-94,8479,-107374182,22,2023-05-10 15:49:05.619975
334,-99,7678,-107374182,28,2023-05-10 15:49:05.981500
310,-103,7091,-107374182,36,2023-05-10 15:49:06.320486
213,-103,7099,-107374182,36,2023-05-10 15:49:06.647109
190,-99,7634,-107374182,30,2023-05-10 15:49:07.006107
318,-95,8194,-107374182,20,2023-05-10 15:49:07.416412
317,-94,8055,-107374182,24,2023-05-10 15:49:07.794124
313,-102,7285,-107374182,32,2023-05-10 15:49:08.170735
279,-104,6876,-107374182,38,2023-05-10 15:49:08.518225
279,-102,7355,-107374182,32,2023-05-10 15:49:08.876395
279,-97,7620,-107374182,24,2023-05-10 15:49:09.257318
294,-93,7705,-107374182,22,2023-05-10 15:49:09.615705
294,-103,7022,-107374182,30,2023-05-10 15:49:10.020667
255,-104,6496,-107374182,36,2023-05-10 15:49:10.375592
255,-104,6642,-107374182,36,2023-05-10 15:49:10.686613
201,-101,6987,-107374182,28,2023-05-10 15:49:11.102865
318,-93,7750,-107374182,20,2023-05-10 15:49:11.473777
317,-96,7279,-107374182,26,2023-05-10 15:49:11.852898
