raw latency,RSSI,filtered latency,attn1,attn2,TIMESTAMP
7312,-99,6997,-107374182,32,2023-05-11 14:16:42.789707
2482,-105,6794,-107374182,38,2023-05-11 14:16:43.077424
11188,-100,6837,-107374182,30,2023-05-11 14:16:43.370698
10365,-94,7329,-107374182,22,2023-05-11 14:16:43.676749
6527,-94,7162,-107374182,24,2023-05-11 14:16:43.971890
9537,-101,7359,-107374182,34,2023-05-11 14:16:44.285246
3160,-102,7123,-107374182,34,2023-05-11 14:16:44.579670
17090,-97,7527,-107374182,26,2023-05-11 14:16:44.934553
5116,-92,7542,-107374182,22,2023-05-11 14:16:45.266785
9639,-99,7646,-107374182,32,2023-05-11 14:16:45.612722
2523,-102,7411,-107374182,36,2023-05-11 14:16:45.887795
13610,-98,7502,-107374182,30,2023-05-11 14:16:46.182950
6846,-92,7812,-107374182,22,2023-05-11 14:16:46.500184
9510,-92,7727,-107374182,24,2023-05-11 14:16:46.773827
4560,-101,7768,-107374182,34,2023-05-11 14:16:47.067027
1402,-103,7438,-107374182,36,2023-05-11 14:16:47.351044
14896,-98,7581,-107374182,28,2023-05-11 14:16:47.678431
4160,-93,7856,-107374182,20,2023-05-11 14:16:48.022478
8702,-96,7725,-107374182,30,2023-05-11 14:16:48.319954
2720,-105,7524,-107374182,38,2023-05-11 14:16:48.605063
9582,-100,7426,-107374182,32,2023-05-11 14:16:48.879468
12144,-95,7936,-107374182,24,2023-05-11 14:16:49.163260
6476,-90,7800,-107374182,22,2023-05-11 14:16:49.475249
10026,-99,7908,-107374182,30,2023-05-11 14:16:49.772812
2286,-104,7664,-107374182,38,2023-05-11 14:16:50.045565
10066,-98,7465,-107374182,30,2023-05-11 14:16:50.352808
9806,-94,7836,-107374182,22,2023-05-11 14:16:50.638623
6502,-91,7656,-107374182,24,2023-05-11 14:16:50.931160
9056,-98,7750,-107374182,32,2023-05-11 14:16:51.217167
1862,-102,7473,-107374182,36,2023-05-11 14:16:51.501924
11832,-101,7386,-107374182,30,2023-05-11 14:16:51.806931
5632,-91,7605,-107374182,20,2023-05-11 14:16:52.130888
7820,-96,7435,-107374182,28,2023-05-11 14:16:52.456192
3700,-104,7330,-107374182,38,2023-05-11 14:16:52.749069
4232,-103,6957,-107374182,34,2023-05-11 14:16:53.023770
14166,-94,7388,-107374182,26,2023-05-11 14:16:53.348989
4050,-93,7380,-107374182,22,2023-05-11 14:16:53.675575
6582,-100,7266,-107374182,32,2023-05-11 14:16:54.001361
1890,-104,7010,-107374182,38,2023-05-11 14:16:54.256211
11916,-102,7013,-107374182,30,2023-05-11 14:16:54.562252
8050,-91,7364,-107374182,22,2023-05-11 14:16:54.877480
4062,-93,7043,-107374182,26,2023-05-11 14:16:55.194469
5782,-101,6971,-107374182,34,2023-05-11 14:16:55.499345
4290,-103,6747,-107374182,34,2023-05-11 14:16:55.763658
13956,-96,6997,-107374182,28,2023-05-11 14:16:56.045492
5170,-96,7262,-107374182,22,2023-05-11 14:16:56.332803
5382,-97,6978,-107374182,26,2023-05-11 14:16:56.616484
6012,-102,6977,-107374182,36,2023-05-11 14:16:56.911427
2866,-101,6785,-107374182,34,2023-05-11 14:16:57.195643
13671,-99,6983,-107374182,28,2023-05-11 14:16:57.479817
5519,-90,7244,-107374182,20,2023-05-11 14:16:57.795294
10790,-98,7284,-107374182,28,2023-05-11 14:16:58.092277
3252,-104,7302,-107374182,38,2023-05-11 14:16:58.376793
10262,-100,7180,-107374182,32,2023-05-11 14:16:58.682236
10596,-92,7640,-107374182,24,2023-05-11 14:16:59.017324
7006,-94,7493,-107374182,24,2023-05-11 14:16:59.350373
9400,-99,7705,-107374182,34,2023-05-11 14:16:59.638021
1920,-104,7379,-107374182,36,2023-05-11 14:16:59.921914
13726,-98,7517,-107374182,28,2023-05-11 14:17:00.254977
5850,-92,7726,-107374182,20,2023-05-11 14:17:00.540894
7510,-96,7536,-107374182,26,2023-05-11 14:17:00.835577
3026,-103,7384,-107374182,38,2023-05-11 14:17:01.180648
5610,-101,7152,-107374182,32,2023-05-11 14:17:01.465254
14662,-94,7629,-107374182,24,2023-05-11 14:17:01.769100
5076,-93,7618,-107374182,22,2023-05-11 14:17:02.101594
8582,-102,7695,-107374182,32,2023-05-11 14:17:02.408954
2032,-103,7408,-107374182,36,2023-05-11 14:17:02.694654
14342,-98,7506,-107374182,30,2023-05-11 14:17:02.976689
6930,-92,7828,-107374182,22,2023-05-11 14:17:03.301565
7952,-94,7650,-107374182,26,2023-05-11 14:17:03.608795
4682,-103,7602,-107374182,36,2023-05-11 14:17:03.922249
4770,-102,7255,-107374182,34,2023-05-11 14:17:04.227061
13400,-94,7688,-107374182,26,2023-05-11 14:17:04.531468
4836,-91,7559,-107374182,20,2023-05-11 14:17:04.838524
9966,-98,7692,-107374182,30,2023-05-11 14:17:05.154187
2000,-103,7443,-107374182,38,2023-05-11 14:17:05.430496
12542,-97,7421,-107374182,30,2023-05-11 14:17:05.783527
4640,-88,7733,-107374182,20,2023-05-11 14:17:06.150998
7092,-94,7501,-107374182,28,2023-05-11 14:17:06.458658
5212,-101,7434,-107374182,38,2023-05-11 14:17:06.764854
5662,-101,7135,-107374182,32,2023-05-11 14:17:07.088532
10030,-94,7595,-107374182,22,2023-05-11 14:17:07.465393
6066,-96,7409,-107374182,24,2023-05-11 14:17:07.758919
6972,-101,7420,-107374182,34,2023-05-11 14:17:08.046743
1520,-104,7052,-107374182,36,2023-05-11 14:17:08.332080
14466,-101,7226,-107374182,28,2023-05-11 14:17:08.637507
6914,-93,7526,-107374182,20,2023-05-11 14:17:08.939913
7606,-94,7392,-107374182,28,2023-05-11 14:17:09.247246
3692,-100,7302,-107374182,36,2023-05-11 14:17:09.562925
5070,-101,6970,-107374182,32,2023-05-11 14:17:09.898862
10984,-94,7449,-107374182,24,2023-05-11 14:17:10.245001
3440,-92,7227,-107374182,22,2023-05-11 14:17:10.520816
6386,-100,7142,-107374182,34,2023-05-11 14:17:10.857337
2720,-103,6913,-107374182,36,2023-05-11 14:17:11.152107
12830,-96,7158,-107374182,26,2023-05-11 14:17:11.507730
2882,-90,7054,-107374182,20,2023-05-11 14:17:11.813125
8140,-98,7005,-107374182,30,2023-05-11 14:17:12.107704
2972,-103,6881,-107374182,38,2023-05-11 14:17:12.392409
7410,-101,6749,-107374182,32,2023-05-11 14:17:12.685132
14911,-96,7337,-107374182,24,2023-05-11 14:17:12.991421
4615,-90,7289,-107374182,22,2023-05-11 14:17:13.307165
10455,-100,7452,-107374182,32,2023-05-11 14:17:13.620156
2416,-103,7279,-107374182,36,2023-05-11 14:17:13.906932
13810,-100,7326,-107374182,28,2023-05-11 14:17:14.231938
9761,-92,7867,-107374182,20,2023-05-11 14:17:14.527806
9174,-94,7745,-107374182,26,2023-05-11 14:17:14.822038
5176,-103,7800,-107374182,36,2023-05-11 14:17:15.116467
7182,-102,7516,-107374182,34,2023-05-11 14:17:15.427600
15547,-96,8063,-107374182,24,2023-05-11 14:17:15.775181
4277,-91,7972,-107374182,22,2023-05-11 14:17:16.080787
10734,-100,8020,-107374182,32,2023-05-11 14:17:16.437921
3466,-102,7881,-107374182,36,2023-05-11 14:17:16.691893
12212,-100,7812,-107374182,28,2023-05-11 14:17:17.037152
5360,-92,8059,-107374182,20,2023-05-11 14:17:17.350490
8480,-98,7904,-107374182,28,2023-05-11 14:17:17.697195
5112,-104,7892,-107374182,38,2023-05-11 14:17:18.003761
5456,-100,7544,-107374182,32,2023-05-11 14:17:18.318771
13996,-95,8139,-107374182,24,2023-05-11 14:17:18.603538
4464,-93,7949,-107374182,22,2023-05-11 14:17:18.909022
10070,-101,7994,-107374182,32,2023-05-11 14:17:19.222594
2522,-104,7749,-107374182,36,2023-05-11 14:17:19.537906
14306,-99,7872,-107374182,28,2023-05-11 14:17:19.871194
6121,-89,8121,-107374182,20,2023-05-11 14:17:20.187108
10134,-96,8057,-107374182,30,2023-05-11 14:17:20.542763
2680,-104,7876,-107374182,38,2023-05-11 14:17:20.806363
11215,-100,7723,-107374182,32,2023-05-11 14:17:21.119369
9797,-92,8132,-107374182,22,2023-05-11 14:17:21.457025
6007,-96,7902,-107374182,24,2023-05-11 14:17:21.769334
7866,-102,7937,-107374182,34,2023-05-11 14:17:22.056075
2422,-102,7694,-107374182,36,2023-05-11 14:17:22.330506
13250,-100,7644,-107374182,28,2023-05-11 14:17:22.614618
