RSSI,latency var.,attn1,attn2,TIMESTAMP
-104,2655,-107374182,24,2023-05-10 15:38:03.496869
-103,2700,-107374182,38,2023-05-10 15:38:03.787850
-94,2607,-107374182,20,2023-05-10 15:38:04.093129
-103,2516,-107374182,36,2023-05-10 15:38:04.427670
-94,2447,-107374182,26,2023-05-10 15:38:04.751772
-104,2442,-107374182,32,2023-05-10 15:38:05.048354
-99,2393,-107374182,30,2023-05-10 15:38:05.378400
-100,2426,-107374182,24,2023-05-10 15:38:05.680431
-99,2447,-107374182,30,2023-05-10 15:38:05.935282
-100,2466,-107374182,28,2023-05-10 15:38:06.226489
-101,2447,-107374182,34,2023-05-10 15:38:06.543199
-96,2474,-107374182,20,2023-05-10 15:38:06.895550
-104,2522,-107374182,38,2023-05-10 15:38:07.159117
-93,2566,-107374182,20,2023-05-10 15:38:07.463931
-104,2601,-107374182,36,2023-05-10 15:38:07.768200
-93,2493,-107374182,26,2023-05-10 15:38:08.075744
-105,2440,-107374182,32,2023-05-10 15:38:08.393752
-100,2425,-107374182,34,2023-05-10 15:38:08.772411
-96,2480,-107374182,20,2023-05-10 15:38:09.141194
-103,2536,-107374182,36,2023-05-10 15:38:09.442776
-95,2531,-107374182,26,2023-05-10 15:38:09.761329
-103,2549,-107374182,32,2023-05-10 15:38:10.081879
-97,2531,-107374182,30,2023-05-10 15:38:10.386887
-102,2524,-107374182,28,2023-05-10 15:38:10.672319
-103,2482,-107374182,34,2023-05-10 15:38:11.040131
-95,2456,-107374182,20,2023-05-10 15:38:11.364282
-104,2447,-107374182,38,2023-05-10 15:38:11.661712
-97,2406,-107374182,26,2023-05-10 15:38:12.060378
-102,2415,-107374182,28,2023-05-10 15:38:12.388690
-99,2401,-107374182,30,2023-05-10 15:38:12.665528
-99,2381,-107374182,24,2023-05-10 15:38:12.983702
-100,2344,-107374182,34,2023-05-10 15:38:13.257593
-98,2378,-107374182,20,2023-05-10 15:38:13.582319
-100,2425,-107374182,38,2023-05-10 15:38:13.896418
-91,2422,-107374182,22,2023-05-10 15:38:14.227843
-104,2433,-107374182,32,2023-05-10 15:38:14.517088
-93,2382,-107374182,26,2023-05-10 15:38:14.837229
-102,2432,-107374182,28,2023-05-10 15:38:15.205151
-101,2475,-107374182,34,2023-05-10 15:38:15.508556
-95,2468,-107374182,22,2023-05-10 15:38:15.873958
-104,2534,-107374182,32,2023-05-10 15:38:16.261255
-97,2602,-107374182,30,2023-05-10 15:38:16.566950
-99,2623,-107374182,24,2023-05-10 15:38:16.922499
-102,2564,-107374182,38,2023-05-10 15:38:17.203918
-97,2591,-107374182,20,2023-05-10 15:38:17.532020
-104,2614,-107374182,38,2023-05-10 15:38:17.818743
-93,2537,-107374182,22,2023-05-10 15:38:18.131165
-105,2497,-107374182,36,2023-05-10 15:38:18.452793
-96,2476,-107374182,30,2023-05-10 15:38:18.779562
-101,2520,-107374182,32,2023-05-10 15:38:19.024183
-96,2551,-107374182,26,2023-05-10 15:38:19.309834
-102,2580,-107374182,32,2023-05-10 15:38:19.586051
-97,2536,-107374182,30,2023-05-10 15:38:19.927649
-100,2524,-107374182,28,2023-05-10 15:38:20.196934
-99,2496,-107374182,30,2023-05-10 15:38:20.484856
-101,2551,-107374182,24,2023-05-10 15:38:20.804656
-101,2595,-107374182,34,2023-05-10 15:38:21.084318
-94,2602,-107374182,20,2023-05-10 15:38:21.450301
-103,2600,-107374182,38,2023-05-10 15:38:21.675070
-94,2518,-107374182,20,2023-05-10 15:38:22.007460
-105,2499,-107374182,38,2023-05-10 15:38:22.293535
-94,2514,-107374182,22,2023-05-10 15:38:22.629212
-104,2561,-107374182,32,2023-05-10 15:38:22.935483
-102,2532,-107374182,34,2023-05-10 15:38:23.337087
-104,2525,-107374182,24,2023-05-10 15:38:23.627427
-101,2516,-107374182,38,2023-05-10 15:38:23.941544
-91,2566,-107374182,22,2023-05-10 15:38:24.308427
-103,2594,-107374182,32,2023-05-10 15:38:24.619046
-96,2556,-107374182,26,2023-05-10 15:38:24.926322
-99,2589,-107374182,28,2023-05-10 15:38:25.246103
-100,2606,-107374182,30,2023-05-10 15:38:25.528592
-102,2551,-107374182,28,2023-05-10 15:38:25.859818
-103,2500,-107374182,34,2023-05-10 15:38:26.155998
-99,2589,-107374182,20,2023-05-10 15:38:26.456120
-103,2682,-107374182,38,2023-05-10 15:38:26.751414
-91,2646,-107374182,22,2023-05-10 15:38:27.075525
-103,2650,-107374182,36,2023-05-10 15:38:27.364579
-95,2718,-107374182,26,2023-05-10 15:38:27.715925
-104,2760,-107374182,32,2023-05-10 15:38:28.033875
-99,2674,-107374182,34,2023-05-10 15:38:28.379190
-98,2625,-107374182,24,2023-05-10 15:38:28.665092
-102,2603,-107374182,34,2023-05-10 15:38:28.947200
-96,2573,-107374182,20,2023-05-10 15:38:29.277298
-103,2556,-107374182,38,2023-05-10 15:38:29.563552
-93,2504,-107374182,22,2023-05-10 15:38:29.890760
-102,2494,-107374182,32,2023-05-10 15:38:30.207841
-97,2440,-107374182,30,2023-05-10 15:38:30.546719
-100,2422,-107374182,24,2023-05-10 15:38:30.889303
-99,2374,-107374182,34,2023-05-10 15:38:31.163969
-98,2352,-107374182,20,2023-05-10 15:38:31.508698
-104,2348,-107374182,38,2023-05-10 15:38:31.806711
-93,2389,-107374182,22,2023-05-10 15:38:32.129336
-103,2438,-107374182,36,2023-05-10 15:38:32.420667
-96,2426,-107374182,22,2023-05-10 15:38:32.722913
-102,2508,-107374182,28,2023-05-10 15:38:33.056487
-99,2566,-107374182,30,2023-05-10 15:38:33.400620
