raw latency,RSSI,filtered latency,attn1,attn2,TIMESTAMP
1972,-98,1815,-107374182,24,2023-05-11 13:10:06.916185
1492,-102,1819,-107374182,34,2023-05-11 13:10:07.213714
1870,-93,1810,-107374182,24,2023-05-11 13:10:07.490461
2252,-101,1824,-107374182,34,2023-05-11 13:10:07.780796
2446,-94,1865,-107374182,24,2023-05-11 13:10:08.075582
1466,-101,1870,-107374182,34,2023-05-11 13:10:08.350273
2046,-94,1860,-107374182,24,2023-05-11 13:10:08.645568
2262,-102,1878,-107374182,38,2023-05-11 13:10:08.950726
2142,-90,1910,-107374182,22,2023-05-11 13:10:09.283869
1872,-104,1895,-107374182,36,2023-05-11 13:10:09.576854
2010,-94,1891,-107374182,26,2023-05-11 13:10:09.920227
1756,-101,1882,-107374182,28,2023-05-11 13:10:10.219681
2144,-100,1865,-107374182,34,2023-05-11 13:10:10.556205
2564,-95,1933,-107374182,24,2023-05-11 13:10:10.878114
1730,-102,1949,-107374182,38,2023-05-11 13:10:11.165183
1596,-90,1921,-107374182,20,2023-05-11 13:10:11.482529
2130,-104,1911,-107374182,38,2023-05-11 13:10:11.730926
3032,-90,1998,-107374182,22,2023-05-11 13:10:12.100188
1842,-101,1980,-107374182,32,2023-05-11 13:10:12.405294
2116,-97,1996,-107374182,30,2023-05-11 13:10:12.747302
2066,-100,2023,-107374182,28,2023-05-11 13:10:13.032283
2326,-101,2049,-107374182,34,2023-05-11 13:10:13.374076
2440,-89,2097,-107374182,20,2023-05-11 13:10:13.715310
2292,-102,2104,-107374182,38,2023-05-11 13:10:14.021603
1820,-93,2145,-107374182,26,2023-05-11 13:10:14.373312
1912,-101,2114,-107374182,32,2023-05-11 13:10:14.649574
1372,-96,2087,-107374182,26,2023-05-11 13:10:14.958588
1100,-101,2003,-107374182,32,2023-05-11 13:10:15.235288
2130,-94,2001,-107374182,26,2023-05-11 13:10:15.488856
2260,-103,2012,-107374182,32,2023-05-11 13:10:15.754338
1732,-94,1999,-107374182,26,2023-05-11 13:10:16.087823
1872,-96,1979,-107374182,28,2023-05-11 13:10:16.437253
2446,-101,1987,-107374182,34,2023-05-11 13:10:16.762026
2426,-94,2101,-107374182,26,2023-05-11 13:10:17.233989
1742,-91,2065,-107374182,20,2023-05-11 13:10:17.647352
1782,-101,2015,-107374182,32,2023-05-11 13:10:18.032521
1380,-99,1986,-107374182,34,2023-05-11 13:10:18.415943
2246,-90,1974,-107374182,22,2023-05-11 13:10:18.850945
1812,-94,1973,-107374182,24,2023-05-11 13:10:19.282685
2450,-104,1974,-107374182,38,2023-05-11 13:10:19.593724
2166,-90,2005,-107374182,22,2023-05-11 13:10:19.960041
1356,-102,1950,-107374182,32,2023-05-11 13:10:20.332869
1940,-101,1934,-107374182,38,2023-05-11 13:10:20.724917
1396,-96,1905,-107374182,26,2023-05-11 13:10:21.119341
1282,-100,1854,-107374182,28,2023-05-11 13:10:21.417952
1440,-100,1831,-107374182,34,2023-05-11 13:10:21.743678
2252,-94,1858,-107374182,24,2023-05-11 13:10:22.063004
1680,-103,1846,-107374182,38,2023-05-11 13:10:22.398880
1880,-94,1843,-107374182,22,2023-05-11 13:10:22.763738
1710,-103,1819,-107374182,32,2023-05-11 13:10:23.077220
1986,-97,1831,-107374182,30,2023-05-11 13:10:23.431369
2180,-95,1867,-107374182,24,2023-05-11 13:10:23.754899
1896,-103,1885,-107374182,38,2023-05-11 13:10:24.098780
1082,-95,1852,-107374182,26,2023-05-11 13:10:24.451814
2800,-102,1857,-107374182,36,2023-05-11 13:10:24.686820
2396,-93,1927,-107374182,26,2023-05-11 13:10:25.002263
1070,-103,1896,-107374182,36,2023-05-11 13:10:25.256251
1856,-91,1877,-107374182,22,2023-05-11 13:10:25.540843
2090,-102,1884,-107374182,36,2023-05-11 13:10:25.802933
1916,-94,1890,-107374182,26,2023-05-11 13:10:26.166099
1870,-98,1883,-107374182,28,2023-05-11 13:10:26.500016
1930,-100,1891,-107374182,34,2023-05-11 13:10:26.814504
2450,-89,1939,-107374182,20,2023-05-11 13:10:27.178006
1552,-104,1923,-107374182,36,2023-05-11 13:10:27.489134
1070,-95,1862,-107374182,26,2023-05-11 13:10:27.857563
1610,-96,1826,-107374182,28,2023-05-11 13:10:28.190753
1152,-102,1783,-107374182,34,2023-05-11 13:10:28.494882
1482,-95,1757,-107374182,20,2023-05-11 13:10:28.801480
882,-102,1707,-107374182,34,2023-05-11 13:10:29.062098
1570,-93,1666,-107374182,20,2023-05-11 13:10:29.378010
2120,-103,1683,-107374182,38,2023-05-11 13:10:29.690519
1996,-91,1717,-107374182,22,2023-05-11 13:10:30.045154
1592,-103,1699,-107374182,32,2023-05-11 13:10:30.347711
1670,-97,1698,-107374182,30,2023-05-11 13:10:30.690750
1806,-93,1719,-107374182,24,2023-05-11 13:10:31.047243
1536,-103,1714,-107374182,38,2023-05-11 13:10:31.340597
1530,-93,1704,-107374182,22,2023-05-11 13:10:31.702489
2022,-102,1702,-107374182,32,2023-05-11 13:10:31.998825
1866,-95,1723,-107374182,30,2023-05-11 13:10:32.330241
1742,-99,1716,-107374182,32,2023-05-11 13:10:32.583696
1362,-94,1712,-107374182,26,2023-05-11 13:10:32.873237
1140,-100,1665,-107374182,32,2023-05-11 13:10:33.171585
1882,-97,1675,-107374182,30,2023-05-11 13:10:33.469181
2496,-94,1743,-107374182,24,2023-05-11 13:10:33.826261
1580,-101,1770,-107374182,38,2023-05-11 13:10:34.147500
1176,-90,1740,-107374182,22,2023-05-11 13:10:34.501620
3040,-102,1783,-107374182,36,2023-05-11 13:10:34.823654
1460,-97,1850,-107374182,30,2023-05-11 13:10:35.169369
1560,-94,1814,-107374182,24,2023-05-11 13:10:35.549669
1582,-102,1772,-107374182,36,2023-05-11 13:10:35.878090
1630,-92,1760,-107374182,22,2023-05-11 13:10:36.197808
1590,-101,1732,-107374182,32,2023-05-11 13:10:36.559690
2260,-103,1781,-107374182,38,2023-05-11 13:10:36.996485
1312,-100,1776,-107374182,34,2023-05-11 13:10:37.459906
1650,-96,1794,-107374182,26,2023-05-11 13:10:37.941605
1400,-91,1735,-107374182,22,2023-05-11 13:10:38.428527
2016,-96,1738,-107374182,24,2023-05-11 13:10:38.890950
1932,-103,1744,-107374182,32,2023-05-11 13:10:39.335040
1780,-103,1767,-107374182,38,2023-05-11 13:10:39.767722
1910,-94,1774,-107374182,26,2023-05-11 13:10:40.143381
2130,-93,1812,-107374182,24,2023-05-11 13:10:40.607276
1662,-101,1823,-107374182,28,2023-05-11 13:10:41.041407
1950,-104,1813,-107374182,38,2023-05-11 13:10:41.463447
1790,-93,1824,-107374182,26,2023-05-11 13:10:41.817770
1252,-98,1781,-107374182,28,2023-05-11 13:10:42.169784
2426,-103,1762,-107374182,38,2023-05-11 13:10:42.566244
2070,-98,1871,-107374182,30,2023-05-11 13:10:43.030179
2410,-92,1881,-107374182,26,2023-05-11 13:10:43.502627
2798,-100,1971,-107374182,28,2023-05-11 13:10:43.829730
1965,-98,2002,-107374182,30,2023-05-11 13:10:44.130275
1930,-95,2002,-107374182,24,2023-05-11 13:10:44.434478
2180,-102,1988,-107374182,38,2023-05-11 13:10:44.808049
2402,-92,2029,-107374182,26,2023-05-11 13:10:45.174278
1570,-101,1993,-107374182,32,2023-05-11 13:10:45.505621
1542,-102,1959,-107374182,34,2023-05-11 13:10:45.882357
1570,-90,1933,-107374182,22,2023-05-11 13:10:46.246045
1616,-103,1901,-107374182,36,2023-05-11 13:10:46.553340
1710,-97,1881,-107374182,30,2023-05-11 13:10:46.929408
1792,-92,1879,-107374182,24,2023-05-11 13:10:47.283604
1662,-100,1858,-107374182,34,2023-05-11 13:10:47.554857
1990,-90,1863,-107374182,20,2023-05-11 13:10:47.851063
1712,-104,1857,-107374182,38,2023-05-11 13:10:48.117567
1772,-91,1857,-107374182,20,2023-05-11 13:10:48.432107
2392,-102,1860,-107374182,38,2023-05-11 13:10:48.747085
1970,-90,1890,-107374182,22,2023-05-11 13:10:49.069833
1296,-103,1836,-107374182,32,2023-05-11 13:10:49.383295
1540,-99,1813,-107374182,30,2023-05-11 13:10:49.706180
2132,-96,1806,-107374182,24,2023-05-11 13:10:50.050315
2736,-102,1873,-107374182,34,2023-05-11 13:10:50.373269
1826,-93,1906,-107374182,20,2023-05-11 13:10:50.697611
1480,-104,1874,-107374182,36,2023-05-11 13:10:51.002011
1490,-94,1843,-107374182,26,2023-05-11 13:10:51.346112
3160,-101,1892,-107374182,36,2023-05-11 13:10:51.593100
2420,-95,1971,-107374182,30,2023-05-11 13:10:51.937906
1522,-96,1945,-107374182,28,2023-05-11 13:10:52.275658
1390,-101,1909,-107374182,34,2023-05-11 13:10:52.576475
1732,-91,1888,-107374182,20,2023-05-11 13:10:52.918415
1510,-104,1848,-107374182,36,2023-05-11 13:10:53.241260
1312,-94,1814,-107374182,26,2023-05-11 13:10:53.616331
1566,-92,1785,-107374182,24,2023-05-11 13:10:54.020240
2116,-102,1792,-107374182,38,2023-05-11 13:10:54.305138
2362,-92,1821,-107374182,22,2023-05-11 13:10:54.660158
3646,-100,1944,-107374182,32,2023-05-11 13:10:55.005430
2673,-97,2026,-107374182,30,2023-05-11 13:10:55.319505
1570,-96,2006,-107374182,24,2023-05-11 13:10:55.673365
622,-103,1928,-107374182,38,2023-05-11 13:10:55.972186
1412,-90,1856,-107374182,20,2023-05-11 13:10:56.279165
1466,-102,1829,-107374182,38,2023-05-11 13:10:56.529410
2048,-92,1818,-107374182,22,2023-05-11 13:10:56.890783
2271,-101,1866,-107374182,32,2023-05-11 13:10:57.277305
2262,-102,1890,-107374182,38,2023-05-11 13:10:57.704963
2232,-101,1968,-107374182,34,2023-05-11 13:10:58.202367
1946,-92,1991,-107374182,22,2023-05-11 13:10:58.592251
1992,-100,1973,-107374182,28,2023-05-11 13:10:59.005811
1842,-103,1934,-107374182,36,2023-05-11 13:10:59.430272
1620,-99,1925,-107374182,30,2023-05-11 13:10:59.840793
1512,-91,1889,-107374182,20,2023-05-11 13:11:00.214558
2800,-100,1909,-107374182,32,2023-05-11 13:11:00.633364
1762,-104,1969,-107374182,36,2023-05-11 13:11:01.105887
1912,-100,1947,-107374182,34,2023-05-11 13:11:01.531042
2848,-94,2034,-107374182,20,2023-05-11 13:11:01.856511
1852,-106,2033,-107374182,38,2023-05-11 13:11:02.150598
1760,-90,2008,-107374182,22,2023-05-11 13:11:02.506349
2120,-102,1983,-107374182,32,2023-05-11 13:11:02.865476
1452,-99,1968,-107374182,30,2023-05-11 13:11:03.191662
1902,-92,1950,-107374182,20,2023-05-11 13:11:03.533990
2210,-102,1977,-107374182,36,2023-05-11 13:11:03.867588
1726,-94,1960,-107374182,26,2023-05-11 13:11:04.229184
1590,-99,1932,-107374182,32,2023-05-11 13:11:04.543608
1700,-99,1921,-107374182,34,2023-05-11 13:11:04.895655
1190,-92,1875,-107374182,20,2023-05-11 13:11:05.228373
2122,-102,1859,-107374182,38,2023-05-11 13:11:05.480206
2662,-89,1923,-107374182,22,2023-05-11 13:11:05.811702
1416,-104,1914,-107374182,36,2023-05-11 13:11:06.132003
2146,-95,1912,-107374182,26,2023-05-11 13:11:06.504347
2012,-94,1937,-107374182,24,2023-05-11 13:11:06.840004
1740,-103,1936,-107374182,38,2023-05-11 13:11:07.173614
2311,-91,1947,-107374182,22,2023-05-11 13:11:07.537033
3775,-103,2062,-107374182,32,2023-05-11 13:11:07.871236
2390,-100,2140,-107374182,30,2023-05-11 13:11:08.236259
1602,-92,2108,-107374182,20,2023-05-11 13:11:08.610940
1010,-102,2040,-107374182,38,2023-05-11 13:11:08.862724
1270,-89,1972,-107374182,20,2023-05-11 13:11:09.170161
1336,-103,1914,-107374182,36,2023-05-11 13:11:09.479608
1766,-92,1889,-107374182,26,2023-05-11 13:11:09.842352
1626,-99,1862,-107374182,28,2023-05-11 13:11:10.147625
1782,-98,1865,-107374182,30,2023-05-11 13:11:10.470952
2812,-91,1929,-107374182,20,2023-05-11 13:11:10.815528
1932,-104,1951,-107374182,38,2023-05-11 13:11:11.146349
1899,-94,1946,-107374182,26,2023-05-11 13:11:11.530625
2666,-95,2010,-107374182,24,2023-05-11 13:11:11.916033
1582,-102,2022,-107374182,38,2023-05-11 13:11:12.211074
1606,-94,1989,-107374182,20,2023-05-11 13:11:12.484446
1786,-102,1985,-107374182,38,2023-05-11 13:11:12.790158
1550,-91,1965,-107374182,20,2023-05-11 13:11:13.112982
2330,-101,1967,-107374182,36,2023-05-11 13:11:13.436573
1482,-98,1971,-107374182,30,2023-05-11 13:11:13.799723
1212,-93,1916,-107374182,24,2023-05-11 13:11:14.163288
2270,-103,1904,-107374182,38,2023-05-11 13:11:14.479627
2322,-93,1936,-107374182,22,2023-05-11 13:11:14.838537
2576,-100,1987,-107374182,32,2023-05-11 13:11:15.152974
1846,-97,2005,-107374182,30,2023-05-11 13:11:15.490582
2082,-96,2015,-107374182,24,2023-05-11 13:11:15.794442
1526,-100,1998,-107374182,34,2023-05-11 13:11:16.078685
2196,-94,2000,-107374182,24,2023-05-11 13:11:16.377095
1730,-102,1997,-107374182,38,2023-05-11 13:11:16.707892
1526,-91,1977,-107374182,22,2023-05-11 13:11:17.053719
1382,-102,1914,-107374182,32,2023-05-11 13:11:17.376880
2022,-99,1920,-107374182,34,2023-05-11 13:11:17.822131
1266,-95,1884,-107374182,26,2023-05-11 13:11:18.283951
2640,-90,1945,-107374182,22,2023-05-11 13:11:18.787103
1610,-99,1904,-107374182,28,2023-05-11 13:11:19.142835
1142,-102,1852,-107374182,30,2023-05-11 13:11:19.508462
1600,-91,1820,-107374182,22,2023-05-11 13:11:19.879710
1410,-98,1772,-107374182,28,2023-05-11 13:11:20.243298
1312,-103,1748,-107374182,34,2023-05-11 13:11:20.590610
1842,-90,1736,-107374182,22,2023-05-11 13:11:20.983589
1850,-102,1740,-107374182,32,2023-05-11 13:11:21.305002
1210,-98,1709,-107374182,34,2023-05-11 13:11:21.669062
1332,-90,1689,-107374182,20,2023-05-11 13:11:22.053972
1562,-102,1662,-107374182,36,2023-05-11 13:11:22.376309
1590,-94,1655,-107374182,26,2023-05-11 13:11:22.673937
1296,-101,1632,-107374182,32,2023-05-11 13:11:23.000512
1672,-97,1634,-107374182,26,2023-05-11 13:11:23.289731
2950,-98,1714,-107374182,28,2023-05-11 13:11:23.601054
2146,-99,1810,-107374182,34,2023-05-11 13:11:23.945772
1770,-90,1828,-107374182,20,2023-05-11 13:11:24.299249
1800,-105,1816,-107374182,36,2023-05-11 13:11:24.613645
1700,-94,1829,-107374182,26,2023-05-11 13:11:24.957993
1672,-97,1808,-107374182,28,2023-05-11 13:11:25.311303
2192,-101,1806,-107374182,34,2023-05-11 13:11:25.652854
2462,-89,1863,-107374182,20,2023-05-11 13:11:25.986126
1652,-101,1849,-107374182,36,2023-05-11 13:11:26.300348
1862,-92,1848,-107374182,22,2023-05-11 13:11:26.584659
1340,-105,1806,-107374182,36,2023-05-11 13:11:26.822097
1650,-92,1792,-107374182,22,2023-05-11 13:11:27.122544
1740,-101,1782,-107374182,32,2023-05-11 13:11:27.474645
2720,-98,1829,-107374182,30,2023-05-11 13:11:27.848226
1800,-92,1888,-107374182,24,2023-05-11 13:11:28.191332
2302,-104,1892,-107374182,38,2023-05-11 13:11:28.506082
2052,-93,1983,-107374182,26,2023-05-11 13:11:28.870192
1896,-99,1964,-107374182,32,2023-05-11 13:11:29.173181
1600,-102,1922,-107374182,34,2023-05-11 13:11:29.554670
2006,-90,1925,-107374182,22,2023-05-11 13:11:29.936645
1706,-103,1880,-107374182,32,2023-05-11 13:11:30.243866
1990,-98,1888,-107374182,30,2023-05-11 13:11:30.598701
1662,-96,1874,-107374182,24,2023-05-11 13:11:30.948612
2180,-104,1889,-107374182,38,2023-05-11 13:11:31.301609
1560,-92,1881,-107374182,26,2023-05-11 13:11:31.676992
1520,-99,1849,-107374182,28,2023-05-11 13:11:32.010941
1780,-101,1829,-107374182,38,2023-05-11 13:11:32.393416
1556,-90,1829,-107374182,22,2023-05-11 13:11:32.742140
2080,-102,1835,-107374182,36,2023-05-11 13:11:33.051130
1660,-99,1836,-107374182,30,2023-05-11 13:11:33.412022
2112,-95,1852,-107374182,24,2023-05-11 13:11:33.717599
1470,-101,1850,-107374182,34,2023-05-11 13:11:34.017399
1860,-90,1844,-107374182,20,2023-05-11 13:11:34.332615
2060,-103,1853,-107374182,38,2023-05-11 13:11:34.627060
1882,-92,1861,-107374182,20,2023-05-11 13:11:34.957865
2920,-105,1899,-107374182,36,2023-05-11 13:11:35.270781
2580,-98,1954,-107374182,26,2023-05-11 13:11:35.615547
1597,-101,1941,-107374182,28,2023-05-11 13:11:35.969878
2516,-103,1908,-107374182,38,2023-05-11 13:11:36.312719
3253,-90,2010,-107374182,22,2023-05-11 13:11:36.656030
1120,-101,1958,-107374182,32,2023-05-11 13:11:37.018293
2506,-100,1973,-107374182,34,2023-05-11 13:11:37.371972
3116,-92,2067,-107374182,20,2023-05-11 13:11:37.746870
2300,-102,2122,-107374182,36,2023-05-11 13:11:38.116300
2602,-101,2109,-107374182,34,2023-05-11 13:11:38.569205
1522,-96,2141,-107374182,30,2023-05-11 13:11:39.018338
1290,-94,2069,-107374182,24,2023-05-11 13:11:39.378693
1722,-98,1997,-107374182,24,2023-05-11 13:11:39.917858
2062,-101,1961,-107374182,36,2023-05-11 13:11:40.365183
2116,-102,1976,-107374182,34,2023-05-11 13:11:40.773959
2232,-97,2016,-107374182,30,2023-05-11 13:11:41.257730
2467,-92,2087,-107374182,22,2023-05-11 13:11:41.770528
2556,-93,2101,-107374182,24,2023-05-11 13:11:42.152540
2552,-101,2135,-107374182,38,2023-05-11 13:11:42.477959
1512,-96,2118,-107374182,26,2023-05-11 13:11:42.942054
2150,-98,2106,-107374182,26,2023-05-11 13:11:43.465571
1660,-90,2035,-107374182,20,2023-05-11 13:11:43.894741
2026,-104,2007,-107374182,36,2023-05-11 13:11:44.207077
1910,-94,2015,-107374182,26,2023-05-11 13:11:44.546105
1800,-104,1996,-107374182,32,2023-05-11 13:11:44.847926
1702,-99,1968,-107374182,34,2023-05-11 13:11:45.223271
2470,-90,2002,-107374182,20,2023-05-11 13:11:45.578992
2022,-102,2017,-107374182,32,2023-05-11 13:11:45.933009
1330,-98,1976,-107374182,30,2023-05-11 13:11:46.305773
3456,-92,2055,-107374182,20,2023-05-11 13:11:46.674045
1952,-103,2068,-107374182,36,2023-05-11 13:11:47.022177
1540,-90,2054,-107374182,26,2023-05-11 13:11:47.324721
1740,-101,2020,-107374182,32,2023-05-11 13:11:47.661955
1332,-101,1984,-107374182,34,2023-05-11 13:11:48.017150
2242,-91,1966,-107374182,22,2023-05-11 13:11:48.422158
2780,-101,2069,-107374182,32,2023-05-11 13:11:48.758371
2022,-100,2060,-107374182,30,2023-05-11 13:11:49.122468
1926,-91,2067,-107374182,20,2023-05-11 13:11:49.474377
1180,-103,2004,-107374182,36,2023-05-11 13:11:49.820289
1322,-94,1932,-107374182,26,2023-05-11 13:11:50.179467
2100,-97,1933,-107374182,24,2023-05-11 13:11:50.536981
1350,-100,1896,-107374182,34,2023-05-11 13:11:50.845271
2320,-91,1893,-107374182,20,2023-05-11 13:11:51.181835
2742,-101,1955,-107374182,36,2023-05-11 13:11:51.536645
1690,-98,1973,-107374182,34,2023-05-11 13:11:51.922805
1990,-91,1958,-107374182,20,2023-05-11 13:11:52.277435
1596,-103,1937,-107374182,36,2023-05-11 13:11:52.632694
1170,-97,1887,-107374182,30,2023-05-11 13:11:53.024625
2156,-94,1899,-107374182,24,2023-05-11 13:11:53.354817
1320,-104,1874,-107374182,38,2023-05-11 13:11:53.718008
1416,-94,1833,-107374182,26,2023-05-11 13:11:54.070724
2496,-99,1845,-107374182,28,2023-05-11 13:11:54.386579
1502,-98,1859,-107374182,30,2023-05-11 13:11:54.687054
1650,-94,1816,-107374182,24,2023-05-11 13:11:55.020571
3112,-102,1855,-107374182,38,2023-05-11 13:11:55.357599
3090,-93,1945,-107374182,26,2023-05-11 13:11:55.752107
2526,-99,2008,-107374182,28,2023-05-11 13:11:56.096796
1435,-102,1987,-107374182,34,2023-05-11 13:11:56.461049
1672,-90,1969,-107374182,22,2023-05-11 13:11:56.815367
1774,-103,1927,-107374182,36,2023-05-11 13:11:57.108908
1742,-97,1930,-107374182,26,2023-05-11 13:11:57.453725
1602,-98,1909,-107374182,28,2023-05-11 13:11:57.782814
1212,-102,1842,-107374182,34,2023-05-11 13:11:58.128519
1982,-92,1831,-107374182,26,2023-05-11 13:11:58.591470
1902,-96,1839,-107374182,24,2023-05-11 13:11:58.986889
2722,-102,1841,-107374182,32,2023-05-11 13:11:59.418890
1756,-99,1887,-107374182,34,2023-05-11 13:11:59.775325
1600,-91,1846,-107374182,20,2023-05-11 13:12:00.169497
1582,-99,1805,-107374182,28,2023-05-11 13:12:00.592475
1450,-102,1759,-107374182,36,2023-05-11 13:12:01.053598
1622,-101,1751,-107374182,30,2023-05-11 13:12:01.439031
2170,-94,1800,-107374182,22,2023-05-11 13:12:01.893174
1646,-96,1803,-107374182,24,2023-05-11 13:12:02.307074
1530,-102,1785,-107374182,36,2023-05-11 13:12:02.679359
1070,-95,1752,-107374182,26,2023-05-11 13:12:03.007199
3720,-99,1879,-107374182,28,2023-05-11 13:12:03.366872
1622,-101,1940,-107374182,34,2023-05-11 13:12:03.710766
1532,-96,1882,-107374182,20,2023-05-11 13:12:04.034760
1550,-106,1855,-107374182,36,2023-05-11 13:12:04.384842
1736,-94,1834,-107374182,26,2023-05-11 13:12:04.701218
2990,-98,1909,-107374182,28,2023-05-11 13:12:05.054348
1986,-101,1959,-107374182,34,2023-05-11 13:12:05.396087
